loan_limit,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,submission_of_application,LTV,Region,Security_Type,dtir1,_reference_pd
cf,nopre,type1,p4,l1,nopc,nob/c,396500,300.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,9480.0,CRIF,663,EXP,not_inst,79.6184739,North,direct,22.0,0.02139037474989891
cf,nopre,type1,p4,l1,nopc,nob/c,256500,240.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,7200.0,CRIF,584,EXP,to_inst,75.88757396,south,direct,29.0,0.059588298201560974
cf,nopre,type1,p1,l1,nopc,nob/c,306500,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,6300.0,CRIF,609,CIB,not_inst,96.3836478,south,direct,29.0,0.06766917556524277
cf,nopre,type1,p1,l2,nopc,nob/c,246500,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,4980.0,EXP,538,CIB,not_inst,95.54263566,North,direct,30.0,0.03435804694890976
cf,nopre,type2,p3,l1,nopc,b/c,106500,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,1080.0,CRIF,502,CIB,to_inst,59.83146067,North,direct,46.0,0.3415384590625763
cf,nopre,type1,p1,l1,nopc,nob/c,496500,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,5880.0,CIB,857,CIB,not_inst,94.03409091,North,direct,47.0,0.04065827652812004
cf,nopre,type1,p4,l1,nopc,nob/c,536500,360.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,5160.0,CIB,628,CIB,not_inst,89.71571906,North,direct,46.0,0.059588298201560974
cf,pre,type1,p1,l1,nopc,nob/c,386500,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,4500.0,CRIF,682,EXP,not_inst,90.30373832,North,direct,46.0,0.0363101065158844
cf,nopre,type1,p4,l1,nopc,nob/c,486500,360.0,not_neg,int_only,not_lpsm,818000.0,sb,pr,home,1U,4200.0,CRIF,887,EXP,to_inst,59.47432763,south,direct,60.0,0.7843137383460999
cf,pre,type1,p1,l1,nopc,nob/c,216500,180.0,not_neg,not_int,not_lpsm,518000.0,sb,pr,home,2U,4740.0,CIB,576,CIB,to_inst,41.7953668,central,direct,34.0,0.14369073510169983
cf,pre,type1,p1,l1,nopc,nob/c,286500,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,4320.0,EXP,607,CIB,to_inst,93.01948052,central,direct,47.0,0.06420404464006424
cf,nopre,type1,p3,l2,opc,nob/c,56500,360.0,not_neg,int_only,not_lpsm,888000.0,sb,pr,home,1U,7500.0,CIB,611,EXP,to_inst,6.362612613,North,direct,37.0,0.014285714365541935
cf,nopre,type3,p3,l1,nopc,nob/c,456500,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,6180.0,EXP,517,EXP,to_inst,91.66666667,south,direct,41.0,0.14369073510169983
cf,nopre,type1,p3,l1,nopc,nob/c,96500,180.0,neg_amm,not_int,not_lpsm,218000.0,sb,pr,home,1U,1740.0,EXP,543,CIB,to_inst,44.26605505,North,direct,39.0,0.3415384590625763
cf,pre,type1,p3,l1,nopc,nob/c,256500,240.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,3000.0,CIB,577,CIB,to_inst,73.70689655,North,direct,45.0,0.11089865863323212
cf,nopre,type1,p3,l1,nopc,nob/c,206500,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,6900.0,CIB,792,CIB,to_inst,71.70138889,south,direct,23.0,0.059588298201560974
cf,nopre,type2,p1,l2,nopc,b/c,216500,360.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,3060.0,CIB,820,CIB,to_inst,99.31192661,south,direct,43.0,0.11089865863323212
cf,nopre,type1,p3,l1,nopc,nob/c,216500,240.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,8460.0,EXP,884,EXP,to_inst,80.78358209,south,direct,36.0,0.06766917556524277
cf,nopre,type1,p1,l1,nopc,nob/c,366500,360.0,not_neg,not_int,not_lpsm,488000.0,sb,ir,home,2U,36000.0,EXP,537,EXP,not_inst,75.10245902,North,direct,41.0,0.055727552622556686
ncf,pre,type2,p3,l1,nopc,b/c,266500,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,4320.0,CIB,559,CIB,to_inst,86.52597403,south,direct,58.0,0.24460431933403015
cf,nopre,type2,p3,l1,nopc,b/c,96500,360.0,neg_amm,not_int,not_lpsm,128000.0,sb,pr,home,1U,1080.0,CIB,766,CIB,to_inst,75.390625,south,direct,48.0,0.44999998807907104
ncf,nopre,type1,p3,l1,nopc,nob/c,866500,360.0,not_neg,not_int,not_lpsm,1708000.0,sb,pr,home,1U,4200.0,CRIF,665,CIB,to_inst,50.73185012,North,direct,20.0,0.9869565367698669
cf,nopre,type1,p4,l1,nopc,nob/c,336500,360.0,not_neg,not_int,not_lpsm,2708000.0,sb,pr,home,1U,12480.0,CIB,757,EXP,to_inst,12.42614476,south,direct,6.0,0.10782501846551895
cf,nopre,type1,p4,l1,nopc,nob/c,666500,360.0,not_neg,not_int,not_lpsm,748000.0,sb,pr,home,1U,7500.0,CRIF,515,CIB,not_inst,89.10427807,North,direct,43.0,0.04065827652812004
cf,nopre,type1,p3,l1,nopc,nob/c,276500,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,2580.0,EXP,714,CIB,to_inst,59.08119658,south,direct,49.0,0.19203747808933258
cf,nopre,type3,p1,l1,nopc,nob/c,146500,360.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,3960.0,EXP,703,CIB,to_inst,98.98648649,North,direct,47.0,0.14369073510169983
cf,nopre,type1,p4,l1,nopc,nob/c,196500,300.0,not_neg,not_int,lpsm,268000.0,sb,ir,home,1U,16500.0,EXP,842,EXP,to_inst,73.32089552,south,direct,45.0,0.8414633870124817
cf,nopre,type2,p1,l1,nopc,b/c,456500,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,6480.0,EXP,742,EXP,to_inst,97.54273504,south,direct,41.0,0.1839258074760437
cf,nopre,type1,p4,l1,nopc,nob/c,356500,360.0,neg_amm,not_int,not_lpsm,728000.0,sb,pr,home,1U,4740.0,CRIF,655,CIB,not_inst,48.96978022,central,direct,49.0,0.16867469251155853
cf,pre,type1,p1,l1,nopc,nob/c,636500,360.0,not_neg,not_int,not_lpsm,798000.0,sb,pr,home,1U,12720.0,CIB,861,CIB,not_inst,79.76190476,North,direct,35.0,0.02772643230855465
cf,nopre,type2,p4,l1,nopc,b/c,96500,240.0,not_neg,not_int,not_lpsm,98000.0,sb,pr,home,1U,7020.0,CRIF,596,CIB,to_inst,98.46938776,North,direct,30.0,0.4184100329875946
cf,nopre,type1,p4,l2,nopc,nob/c,186500,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,6480.0,CIB,578,CIB,to_inst,69.58955224,south,direct,42.0,0.06766917556524277
cf,nopre,type1,p4,l1,nopc,nob/c,436500,360.0,neg_amm,not_int,not_lpsm,598000.0,sb,ir,home,1U,16560.0,CIB,639,CIB,not_inst,72.99331104,south,direct,36.0,0.11089865863323212
cf,nopre,type1,p2,l1,nopc,nob/c,136500,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,3900.0,CIB,853,CIB,to_inst,50.93283582,central,direct,41.0,0.14369073510169983
cf,nopre,type1,p4,l1,nopc,nob/c,616500,360.0,not_neg,not_int,not_lpsm,728000.0,sb,pr,home,1U,7140.0,CRIF,782,CIB,not_inst,84.68406593,south,direct,46.0,0.059588298201560974
cf,pre,type1,p1,l1,nopc,nob/c,346500,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,3540.0,EXP,820,CIB,to_inst,69.57831325,North,direct,45.0,0.059588298201560974
,pre,type1,p1,l1,nopc,nob/c,156500,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,2460.0,CIB,568,CIB,to_inst,99.05063291,central,direct,38.0,0.11276596039533615
cf,nopre,type1,p4,l1,nopc,nob/c,446500,324.0,not_neg,not_int,not_lpsm,808000.0,sb,pr,home,1U,5340.0,CRIF,709,EXP,to_inst,55.25990099,south,direct,42.0,0.059588298201560974
cf,pre,type1,p1,l1,nopc,nob/c,206500,360.0,not_neg,not_int,lpsm,208000.0,sb,pr,home,1U,4020.0,CIB,873,CIB,to_inst,99.27884615,south,direct,39.0,0.5
cf,nopre,type1,p1,l1,nopc,nob/c,426500,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,6300.0,CIB,745,CIB,not_inst,79.27509294,North,direct,37.0,0.03455149382352829
cf,nopre,type2,p3,l1,nopc,b/c,86500,360.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,4260.0,EXP,710,CIB,to_inst,51.48809524,North,direct,31.0,0.11089865863323212
cf,pre,type1,p1,l1,nopc,nob/c,106500,360.0,neg_amm,not_int,not_lpsm,138000.0,sb,pr,home,1U,2040.0,EXP,735,EXP,to_inst,77.17391304,North,direct,48.0,0.059588298201560974
cf,pre,type1,p1,l1,nopc,nob/c,126500,360.0,neg_amm,not_int,not_lpsm,178000.0,sb,pr,home,1U,5760.0,CRIF,665,CIB,to_inst,71.06741573,south,direct,23.0,0.06420404464006424
cf,nopre,type1,p3,l1,nopc,nob/c,276500,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,4560.0,CRIF,545,CIB,to_inst,71.2628866,North,direct,40.0,0.0861159935593605
cf,pre,type1,p1,l1,nopc,nob/c,276500,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,5520.0,CIB,868,CIB,to_inst,77.23463687,south,direct,48.0,0.05779334530234337
cf,nopre,type1,p3,l1,nopc,nob/c,656500,360.0,not_neg,not_int,not_lpsm,1008000.0,sb,ir,home,1U,10860.0,CRIF,794,EXP,not_inst,65.12896825,south,direct,26.0,0.10782501846551895
cf,nopre,type1,p1,l1,nopc,nob/c,96500,360.0,neg_amm,not_int,not_lpsm,98000.0,sb,pr,home,1U,3960.0,CRIF,673,CIB,to_inst,98.46938776,south,direct,25.0,0.5465116500854492
cf,nopre,type1,p3,l1,nopc,nob/c,486500,348.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,8760.0,EXP,803,CIB,to_inst,77.46815287,North,direct,33.0,0.10782501846551895
cf,nopre,type1,p4,l1,nopc,nob/c,256500,180.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,12240.0,CRIF,574,CIB,to_inst,78.20121951,south,direct,18.0,0.0861159935593605
cf,pre,type1,p4,l1,nopc,nob/c,466500,360.0,not_neg,not_int,not_lpsm,938000.0,sb,pr,home,1U,6180.0,CRIF,764,EXP,not_inst,49.73347548,south,direct,44.0,0.0363101065158844
cf,nopre,type1,p1,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,6360.0,EXP,695,EXP,to_inst,90.42750929,south,direct,30.0,0.14369073510169983
cf,nopre,type1,p2,l1,nopc,nob/c,186500,180.0,not_neg,not_int,not_lpsm,1408000.0,sb,pr,home,1U,12480.0,CIB,559,EXP,to_inst,13.24573864,south,direct,23.0,0.06766917556524277
cf,nopre,type1,p4,l1,nopc,nob/c,306500,180.0,not_neg,not_int,not_lpsm,548000.0,sb,ir,home,1U,23640.0,EXP,886,EXP,not_inst,55.93065693,North,direct,24.0,0.05779334530234337
ncf,nopre,type1,p4,l1,nopc,nob/c,616500,360.0,not_neg,int_only,not_lpsm,828000.0,sb,pr,home,1U,8160.0,EXP,519,CIB,to_inst,74.45652174,south,direct,42.0,0.3913043439388275
cf,nopre,type1,p4,l1,nopc,nob/c,306500,360.0,not_neg,not_int,lpsm,328000.0,sb,pr,home,1U,6720.0,EXP,746,CIB,to_inst,93.44512195,North,direct,49.0,0.9869565367698669
cf,nopre,type2,p3,l1,nopc,b/c,456500,360.0,not_neg,not_int,not_lpsm,548000.0,sb,pr,home,1U,7800.0,EXP,601,EXP,not_inst,83.30291971,North,direct,43.0,0.06766917556524277
cf,nopre,type2,p1,l1,nopc,b/c,346500,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,4980.0,CRIF,732,CIB,not_inst,96.7877095,North,direct,39.0,0.10782501846551895
cf,nopre,type1,p3,l1,nopc,nob/c,106500,240.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,2040.0,CIB,651,CIB,to_inst,51.20192308,central,direct,37.0,0.11089865863323212
cf,nopre,type1,p3,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,758000.0,sb,pr,home,1U,8160.0,EXP,770,EXP,not_inst,64.18205805,south,direct,43.0,0.03455149382352829
cf,nopre,type1,p3,l1,nopc,nob/c,166500,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,5400.0,CIB,589,CIB,to_inst,73.02631579,North,direct,31.0,0.06766917556524277
cf,nopre,type1,p1,l1,nopc,nob/c,366500,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,3840.0,EXP,792,CIB,not_inst,85.63084112,North,direct,44.0,0.059588298201560974
ncf,pre,type1,p3,l1,nopc,nob/c,466500,360.0,not_neg,not_int,not_lpsm,778000.0,sb,ir,home,1U,13200.0,CIB,867,EXP,not_inst,59.96143959,south,direct,38.0,0.0861159935593605
cf,nopre,type1,p1,l1,nopc,nob/c,456500,360.0,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1U,5160.0,EXP,756,CIB,not_inst,80.36971831,south,direct,46.0,0.04065827652812004
cf,nopre,type1,p1,l1,nopc,nob/c,356500,180.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,5940.0,CRIF,737,CIB,to_inst,89.57286432,North,direct,39.0,0.1839258074760437
cf,nopre,type1,p3,l1,nopc,nob/c,206500,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,3600.0,EXP,524,CIB,to_inst,77.05223881,North,direct,40.0,0.10782501846551895
cf,pre,type1,p1,l1,nopc,nob/c,476500,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,20220.0,EXP,529,EXP,to_inst,95.68273092,North,direct,22.0,0.055727552622556686
cf,nopre,type1,p4,l2,nopc,nob/c,116500,240.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,4920.0,EXP,818,CIB,to_inst,31.6576087,North,direct,38.0,0.1034482792019844
cf,nopre,type1,p4,l1,nopc,nob/c,186500,300.0,not_neg,int_only,not_lpsm,178000.0,sb,pr,home,1U,4560.0,CIB,640,EXP,to_inst,104.7752809,south,direct,27.0,0.9899497628211975
cf,nopre,type1,p3,l2,nopc,nob/c,206500,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,2760.0,CIB,790,CIB,to_inst,71.70138889,south,direct,44.0,0.059588298201560974
cf,nopre,type3,p1,l1,nopc,nob/c,356500,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,5460.0,CIB,886,EXP,not_inst,102.4425287,south,direct,25.0,0.11276596039533615
cf,nopre,type1,p3,l1,nopc,nob/c,146500,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,2760.0,EXP,697,CIB,to_inst,70.43269231,south,direct,38.0,0.10782501846551895
cf,nopre,type2,p2,l1,nopc,b/c,146500,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,5400.0,CIB,763,EXP,to_inst,77.92553191,North,direct,8.0,0.24460431933403015
cf,nopre,type1,p4,l1,nopc,nob/c,366500,360.0,not_neg,not_int,not_lpsm,678000.0,sb,pr,home,1U,33900.0,CIB,546,CIB,not_inst,54.0560472,North,direct,5.0,0.055727552622556686
cf,nopre,type1,p4,l1,nopc,nob/c,366500,180.0,not_neg,not_int,not_lpsm,858000.0,sb,pr,home,1U,13320.0,CRIF,781,EXP,not_inst,42.71561772,south,direct,22.0,0.02772643230855465
cf,nopre,type2,p3,l1,nopc,b/c,236500,360.0,not_neg,int_only,not_lpsm,268000.0,sb,pr,home,1U,2880.0,CIB,671,EXP,to_inst,88.24626866,North,direct,41.0,0.3415384590625763
cf,nopre,type2,p3,l1,nopc,b/c,196500,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,5400.0,CIB,729,CIB,to_inst,82.56302521,south,direct,46.0,0.17307692766189575
cf,nopre,type1,p1,l1,nopc,nob/c,446500,360.0,neg_amm,not_int,not_lpsm,568000.0,sb,pr,home,1U,6360.0,CIB,869,EXP,not_inst,78.60915493,North,direct,43.0,0.0861159935593605
cf,nopre,type1,p4,l1,nopc,nob/c,466500,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,6480.0,CIB,603,CIB,not_inst,88.35227273,North,direct,42.0,0.0363101065158844
cf,nopre,type1,p3,l1,nopc,nob/c,306500,360.0,not_neg,int_only,not_lpsm,468000.0,sb,pr,home,1U,3540.0,EXP,857,CIB,to_inst,65.49145299,North,direct,44.0,0.10782501846551895
ncf,pre,type1,p1,l1,nopc,nob/c,236500,324.0,neg_amm,not_int,not_lpsm,338000.0,sb,pr,home,1U,5100.0,CIB,832,EXP,to_inst,69.9704142,North,direct,41.0,0.04065827652812004
cf,pre,type1,p1,l1,nopc,nob/c,106500,360.0,not_neg,not_int,not_lpsm,118000.0,sb,pr,home,1U,3480.0,CIB,698,CIB,to_inst,90.25423729,North,direct,32.0,0.05779334530234337
cf,nopre,type1,p1,l1,nopc,nob/c,86500,180.0,neg_amm,not_int,not_lpsm,108000.0,sb,sr,home,1U,7800.0,CRIF,786,CIB,to_inst,80.09259259,south,direct,32.0,0.4883720874786377
cf,nopre,type2,p1,l2,nopc,b/c,186500,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,4740.0,EXP,506,EXP,to_inst,99.20212766,North,direct,51.0,0.0861159935593605
cf,nopre,type1,p1,l2,nopc,nob/c,136500,360.0,not_neg,not_int,not_lpsm,188000.0,sb,sr,home,1U,3600.0,CIB,704,EXP,to_inst,72.60638298,North,direct,41.0,0.0363101065158844
,nopre,type1,p4,l1,nopc,nob/c,266500,360.0,neg_amm,not_int,not_lpsm,508000.0,sb,pr,home,1U,2580.0,CRIF,867,EXP,to_inst,52.46062992,North,direct,28.0,0.6666666865348816
cf,pre,type1,p3,l1,nopc,nob/c,126500,180.0,not_neg,not_int,not_lpsm,198000.0,sb,ir,home,1U,6300.0,CRIF,719,EXP,to_inst,63.88888889,south,direct,46.0,0.14369073510169983
cf,nopre,type1,p4,l1,nopc,nob/c,246500,324.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,5220.0,CIB,783,CIB,to_inst,72.92899408,south,direct,31.0,0.059588298201560974
cf,nopre,type1,p4,l1,nopc,nob/c,366500,180.0,not_neg,not_int,not_lpsm,2128000.0,sb,pr,home,1U,14940.0,CIB,558,EXP,not_inst,17.22274436,south,direct,29.0,0.03435804694890976
cf,nopre,type2,p1,l1,nopc,b/c,276500,360.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,5640.0,EXP,846,EXP,to_inst,99.46043165,central,direct,53.0,0.19203747808933258
cf,nopre,type1,p4,l1,nopc,nob/c,306500,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,6300.0,CIB,664,CIB,not_inst,50.41118421,south,direct,22.0,0.03455149382352829
cf,pre,type1,p4,l1,nopc,nob/c,676500,360.0,not_neg,not_int,not_lpsm,1008000.0,sb,pr,home,1U,9240.0,CRIF,760,EXP,to_inst,67.11309524,North,direct,31.0,0.05779334530234337
cf,nopre,type1,p2,l1,nopc,nob/c,306500,360.0,not_neg,not_int,not_lpsm,488000.0,sb,ir,home,1U,5040.0,CIB,511,CIB,not_inst,62.80737705,south,direct,44.0,0.059588298201560974
cf,nopre,type3,p1,l1,nopc,nob/c,236500,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,4920.0,EXP,726,EXP,to_inst,99.3697479,central,direct,46.0,0.11089865863323212
cf,nopre,type1,p1,l1,nopc,nob/c,196500,360.0,not_neg,not_int,not_lpsm,238000.0,sb,sr,home,1U,5400.0,CRIF,591,EXP,to_inst,82.56302521,North,direct,35.0,0.11276596039533615
cf,nopre,type1,p3,l1,nopc,nob/c,376500,360.0,not_neg,not_int,not_lpsm,808000.0,sb,pr,home,1U,5940.0,CRIF,876,CIB,to_inst,46.59653465,south,direct,36.0,0.0861159935593605
cf,nopre,type1,p4,l1,nopc,nob/c,136500,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,3120.0,CIB,821,EXP,to_inst,65.625,south,direct,21.0,0.10782501846551895
cf,nopre,type1,p1,l1,nopc,nob/c,456500,360.0,not_neg,not_int,not_lpsm,578000.0,sb,pr,home,1U,5820.0,CIB,522,CIB,not_inst,78.97923875,North,direct,47.0,0.0363101065158844
cf,nopre,type1,p3,l1,nopc,nob/c,196500,180.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,5100.0,CRIF,893,CIB,to_inst,58.13609467,North,direct,35.0,0.05000000074505806
cf,nopre,type1,p1,l1,nopc,nob/c,316500,360.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,1980.0,CRIF,627,EXP,to_inst,79.52261307,North,direct,46.0,0.4184100329875946
ncf,nopre,type1,p4,l1,nopc,nob/c,766500,360.0,not_neg,not_int,not_lpsm,1708000.0,sb,pr,home,1U,19680.0,CRIF,798,CIB,to_inst,44.87704918,south,direct,28.0,0.3415384590625763
cf,nopre,type3,p3,l1,nopc,nob/c,256500,240.0,not_neg,int_only,not_lpsm,368000.0,sb,pr,home,1U,2880.0,CIB,840,EXP,to_inst,69.70108696,south,direct,49.0,0.14369073510169983
cf,nopre,type2,p4,l1,nopc,b/c,336500,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,3780.0,CIB,580,CIB,not_inst,86.72680412,North,direct,50.0,0.24460431933403015
ncf,nopre,type1,p4,l1,nopc,nob/c,426500,360.0,not_neg,not_int,not_lpsm,548000.0,sb,pr,home,1U,6900.0,CRIF,717,EXP,to_inst,77.82846715,south,direct,36.0,0.0861159935593605
cf,nopre,type1,p1,l1,nopc,nob/c,236500,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,7860.0,CIB,736,EXP,to_inst,69.9704142,North,direct,25.0,0.0363101065158844
cf,nopre,type1,p3,l1,nopc,nob/c,426500,360.0,not_neg,not_int,not_lpsm,648000.0,sb,pr,home,1U,4620.0,CIB,854,EXP,to_inst,65.81790123,south,direct,40.0,0.06420404464006424
ncf,pre,type1,p1,l1,nopc,nob/c,216500,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,5580.0,CRIF,885,CIB,not_inst,58.83152174,south,direct,35.0,0.04065827652812004
cf,nopre,type1,p3,l1,nopc,nob/c,366500,240.0,not_neg,not_int,not_lpsm,928000.0,sb,pr,home,1U,9900.0,CRIF,693,EXP,to_inst,39.49353448,North,direct,39.0,0.0363101065158844
cf,nopre,type2,p3,l1,nopc,b/c,176500,360.0,neg_amm,not_int,not_lpsm,358000.0,sb,pr,home,1U,2580.0,CIB,688,CIB,to_inst,49.30167598,North,direct,54.0,0.6666666865348816
cf,pre,type1,p1,l1,nopc,nob/c,176500,360.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,4380.0,CRIF,836,EXP,to_inst,80.96330275,south,direct,25.0,0.0861159935593605
cf,nopre,type2,p3,l1,nopc,b/c,176500,360.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,2220.0,CRIF,828,CIB,to_inst,80.96330275,North,direct,41.0,0.1839258074760437
cf,nopre,type1,p1,l1,nopc,nob/c,636500,360.0,not_neg,not_int,not_lpsm,718000.0,sb,pr,home,1U,8400.0,EXP,508,CIB,not_inst,88.64902507,North,direct,38.0,0.03455149382352829
cf,nopre,type2,p3,l1,nopc,b/c,166500,360.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,2880.0,CIB,672,CIB,to_inst,76.37614679,south,direct,49.0,0.19203747808933258
cf,nopre,type1,p1,l1,nopc,nob/c,126500,360.0,neg_amm,not_int,not_lpsm,138000.0,sb,pr,home,1U,2040.0,CRIF,573,CIB,to_inst,91.66666667,south,direct,42.0,0.4184100329875946
ncf,nopre,type1,p3,l2,opc,nob/c,506500,360.0,not_neg,int_only,not_lpsm,4108000.0,sb,pr,home,1U,47880.0,CIB,859,EXP,to_inst,12.32960078,North,direct,30.0,0.11089865863323212
cf,nopre,type1,p4,l1,nopc,nob/c,196500,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,5100.0,CIB,706,EXP,to_inst,110.3932584,North,direct,46.0,0.9899497628211975
cf,pre,type1,p2,l1,nopc,nob/c,76500,360.0,not_neg,not_int,not_lpsm,138000.0,sb,ir,home,1U,10080.0,CIB,561,EXP,to_inst,55.43478261,North,direct,40.0,0.11276596039533615
cf,nopre,type1,p3,l1,nopc,nob/c,286500,360.0,not_neg,not_int,not_lpsm,378000.0,sb,ir,home,1U,10440.0,EXP,519,EXP,to_inst,75.79365079,south,direct,44.0,0.14369073510169983
cf,nopre,type1,p3,l1,nopc,nob/c,196500,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,2520.0,CRIF,843,CIB,to_inst,59.90853659,North,direct,44.0,0.0861159935593605
cf,nopre,type1,p3,l1,nopc,nob/c,406500,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,7320.0,CIB,571,EXP,to_inst,75.55762082,central,direct,49.0,0.14369073510169983
cf,nopre,type1,p3,l1,nopc,nob/c,486500,360.0,neg_amm,not_int,not_lpsm,788000.0,sb,pr,home,1U,7260.0,CIB,829,EXP,not_inst,61.73857868,North,direct,25.0,0.11089865863323212
cf,pre,type1,p3,l1,nopc,nob/c,406500,360.0,neg_amm,not_int,not_lpsm,508000.0,sb,pr,home,1U,12780.0,CIB,679,EXP,to_inst,80.01968504,south,direct,33.0,0.10782501846551895
cf,nopre,type1,p4,l1,nopc,nob/c,646500,360.0,not_neg,not_int,not_lpsm,1358000.0,sb,pr,home,1U,11760.0,EXP,772,CIB,to_inst,47.60677467,North,direct,45.0,0.11089865863323212
cf,nopre,type1,p3,l1,nopc,nob/c,136500,180.0,not_neg,int_only,not_lpsm,168000.0,sb,pr,home,1U,4620.0,CIB,575,CIB,to_inst,81.25,south,direct,38.0,0.14369073510169983
ncf,nopre,type3,p3,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,728000.0,sb,pr,home,1U,2880.0,CIB,614,CIB,to_inst,66.82692308,North,direct,37.0,0.7142857313156128
cf,nopre,type1,p4,l1,nopc,nob/c,446500,360.0,not_neg,not_int,not_lpsm,988000.0,sb,pr,home,1U,10080.0,CRIF,631,EXP,not_inst,45.19230769,south,direct,26.0,0.03435804694890976
cf,nopre,type1,p4,l1,nopc,nob/c,556500,360.0,not_neg,int_only,not_lpsm,808000.0,sb,pr,home,1U,5520.0,CIB,649,EXP,not_inst,68.87376238,south,direct,57.0,0.7596899271011353
cf,nopre,type1,p3,l1,nopc,nob/c,526500,180.0,neg_amm,not_int,not_lpsm,708000.0,sb,ir,home,1U,9780.0,CRIF,700,EXP,to_inst,74.36440678,south,direct,59.0,0.9869565367698669
cf,nopre,type1,p4,l1,nopc,nob/c,516500,180.0,not_neg,not_int,not_lpsm,988000.0,sb,pr,home,1U,34920.0,CIB,551,EXP,not_inst,52.27732794,North,direct,7.0,0.03455149382352829
