ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1
142286,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,186500,4.75,1.242,5386.0,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,7680.0,EXP,839,EXP,45-54,to_inst,78.36134454,south,direct,0,31.0
64571,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,286500,4.56,0.2942,1150.0,336.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,5460.0,CIB,787,CIB,55-64,to_inst,61.21794872,south,direct,0,31.0
109110,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,216500,3.375,0.4609,2346.0,180.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,6000.0,CIB,666,CIB,45-54,to_inst,77.87769784,south,direct,0,31.0
55303,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,126500,4.99,0.7384,3550.0,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,2100.0,EXP,598,CIB,65-74,to_inst,80.06329114,North,direct,0,43.0
100493,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,556500,4.375,-0.0359,0.0,360.0,not_neg,not_int,not_lpsm,898000.0,sb,sr,home,1U,32160.0,CIB,655,EXP,45-54,not_inst,61.97104677,North,direct,0,36.0
77523,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,476500,5.125,1.1535,5357.6,360.0,not_neg,not_int,not_lpsm,638000.0,sb,ir,home,1U,11400.0,CRIF,812,EXP,35-44,not_inst,74.68652038,south,direct,0,47.0
95327,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,306500,4.25,0.6709,2770.0,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,7980.0,CIB,798,CIB,55-64,to_inst,78.99484536,North,direct,0,30.0
147753,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,446500,4.18,0.1285,313.04,360.0,not_neg,not_int,not_lpsm,758000.0,sb,pr,home,1U,7500.0,EXP,812,EXP,35-44,not_inst,58.90501319,south,direct,0,48.0
133173,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,546500,3.625,0.007,3250.0,360.0,not_neg,not_int,not_lpsm,638000.0,sb,pr,home,1U,6180.0,CIB,880,CIB,25-34,not_inst,85.65830721,south,direct,0,38.0
51549,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,426500,,,,360.0,neg_amm,not_int,not_lpsm,718000.0,sb,ir,home,1U,6900.0,CIB,525,EXP,55-64,to_inst,59.40111421,North,direct,1,15.0
151485,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,206500,4.5,0.8304,2270.0,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,3780.0,CIB,794,CIB,45-54,to_inst,80.03875969,south,direct,0,44.0
124236,2019,cf,Sex Not Available,pre,type2,p3,l1,nopc,b/c,286500,,,,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,3600.0,CIB,583,CIB,25-34,to_inst,84.76331361,south,direct,1,45.0
83522,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,346500,3.5,-0.148,0.0,360.0,neg_amm,not_int,not_lpsm,668000.0,sb,pr,home,1U,4140.0,EXP,845,CIB,55-64,not_inst,51.87125749,south,direct,0,40.0
140919,2019,ncf,Joint,nopre,type1,p4,l1,nopc,nob/c,596500,4.25,0.166,1390.0,360.0,not_neg,not_int,not_lpsm,868000.0,sb,pr,home,1U,11640.0,EXP,839,EXP,45-54,not_inst,68.72119816,North,direct,0,46.0
171675,2019,cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,236500,4.25,0.7499,,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,4140.0,CRIF,592,CIB,55-64,to_inst,66.06145251,south,direct,0,34.0
157694,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,266500,4.125,1.1471,4715.0,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,5280.0,CIB,761,EXP,55-64,not_inst,92.53472222,central,direct,0,37.0
27987,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,296500,3.99,0.6398,9062.5,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,3720.0,EXP,707,CIB,65-74,to_inst,70.93301435,North,direct,0,34.0
163077,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,546500,,,,360.0,not_neg,not_int,not_lpsm,878000.0,sb,pr,home,1U,10320.0,CRIF,560,CIB,45-54,to_inst,62.24373576,south,direct,1,39.0
29109,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,396500,4.125,1.2671,10890.0,216.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,4440.0,CRIF,791,EXP,45-54,to_inst,78.0511811,North,direct,0,49.0
153202,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,366500,3.625,-0.0786,3050.0,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,7440.0,EXP,568,EXP,35-44,to_inst,60.27960526,south,direct,0,20.0
148139,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,306500,3.125,0.0365,1425.14,156.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,9600.0,CRIF,613,EXP,35-44,not_inst,66.92139738,North,direct,0,36.0
130790,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,396500,4.125,0.2487,583.42,360.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,5940.0,CIB,699,EXP,55-64,not_inst,90.52511416,south,direct,0,45.0
40951,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,416500,3.5,-0.2657,322.55,360.0,not_neg,not_int,not_lpsm,908000.0,sb,pr,home,1U,11700.0,CIB,717,EXP,65-74,not_inst,45.87004405,North,direct,0,21.0
153433,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,366500,,,,360.0,neg_amm,not_int,not_lpsm,568000.0,sb,sr,home,1U,48300.0,CRIF,732,CIB,55-64,to_inst,64.52464789,North,direct,1,16.0
73673,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,286500,4.375,0.8196,6550.0,180.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,5100.0,CIB,810,CIB,55-64,to_inst,77.85326087,south,direct,0,30.0
102673,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,536500,3.99,0.1639,1250.0,360.0,not_neg,int_only,not_lpsm,648000.0,sb,pr,home,1U,8700.0,CRIF,629,CIB,25-34,to_inst,82.79320988,North,direct,0,25.0
59700,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,76500,3.99,1.378,2622.8,180.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,5760.0,EXP,845,EXP,55-64,to_inst,22.63313609,North,direct,0,14.0
48865,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,286500,,,,360.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,2160.0,EXP,524,EXP,45-54,not_inst,58.70901639,North,direct,1,49.0
132929,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,606500,4.0,-0.1709,1925.0,360.0,neg_amm,not_int,not_lpsm,958000.0,sb,pr,home,1U,19500.0,EXP,779,EXP,45-54,not_inst,63.30897704,south,direct,0,26.0
40040,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,156500,4.25,0.0811,4950.27,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,4740.0,CIB,761,EXP,55-64,to_inst,47.71341463,North,direct,0,33.0
52870,2019,cf,Joint,nopre,type1,p4,l2,nopc,nob/c,566500,4.75,1.1221,,360.0,not_neg,not_int,not_lpsm,738000.0,sb,pr,home,1U,9480.0,CIB,566,EXP,55-64,to_inst,76.76151762,south,direct,0,40.0
98861,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,106500,4.875,1.4182,3116.0,360.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,2100.0,EXP,775,CIB,55-64,to_inst,71.95945946,North,direct,0,20.0
79384,2019,cf,Joint,nopre,type1,p1,l2,nopc,nob/c,246500,4.75,0.5515,0.0,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,3300.0,CRIF,662,EXP,65-74,not_inst,95.54263566,North,direct,0,44.0
49129,2019,cf,Sex Not Available,,type1,p4,l1,nopc,nob/c,336500,3.99,0.4621,3318.51,360.0,not_neg,int_only,not_lpsm,478000.0,sb,pr,home,1U,4980.0,CRIF,572,EXP,45-54,to_inst,70.39748954,south,direct,0,37.0
48002,2019,cf,Female,pre,type3,p3,l1,nopc,nob/c,306500,4.5,0.6394,0.0,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,3240.0,CIB,606,CIB,45-54,to_inst,56.97026022,south,direct,0,44.0
132027,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,296500,3.99,0.4685,3188.95,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,7020.0,CRIF,888,EXP,65-74,to_inst,70.93301435,south,direct,0,35.0
99675,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,156500,3.99,1.1147,2622.65,360.0,neg_amm,not_int,not_lpsm,188000.0,sb,pr,home,1U,2100.0,CIB,570,CIB,65-74,to_inst,83.24468085,south,direct,0,39.0
140616,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,336500,3.5,0.591,9116.0,240.0,not_neg,not_int,not_lpsm,648000.0,sb,pr,home,1U,6660.0,CIB,706,CIB,35-44,to_inst,51.92901235,south,direct,0,22.0
129963,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,266500,3.5,-0.0904,295.0,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,8160.0,CRIF,680,CIB,25-34,to_inst,70.5026455,North,direct,0,10.0
68983,2019,cf,Sex Not Available,nopre,type1,p3,l2,nopc,nob/c,216500,4.25,0.3422,5630.4,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,3840.0,CIB,749,CIB,35-44,to_inst,66.00609756,south,direct,0,33.0
52284,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,166500,,,,360.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,4800.0,CRIF,508,CIB,25-34,to_inst,99.10714286,North,direct,1,30.0
43588,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,636500,3.69,0.032,5285.0,360.0,not_neg,not_int,not_lpsm,1198000.0,sb,pr,home,1U,10860.0,CRIF,860,EXP,45-54,not_inst,53.13021703,south,direct,0,38.0
170374,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,506500,4.0,0.2691,1618.48,360.0,not_neg,not_int,not_lpsm,678000.0,sb,pr,home,1U,7380.0,EXP,668,CIB,55-64,not_inst,74.70501475,North,direct,0,46.0
76964,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,226500,4.875,0.5186,1403.18,360.0,not_neg,int_only,not_lpsm,328000.0,sb,ir,home,1U,10440.0,EXP,749,EXP,55-64,not_inst,69.05487805,south,direct,0,41.0
115458,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,86500,4.25,1.1266,2458.07,360.0,not_neg,not_int,not_lpsm,108000.0,sb,pr,home,1U,2520.0,EXP,598,CIB,65-74,to_inst,80.09259259,North,direct,0,45.0
68198,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,356500,4.125,0.387,0.0,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,8520.0,CIB,540,CIB,45-54,not_inst,67.51893939,North,direct,0,22.0
29606,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,186500,3.75,0.7539,1250.0,228.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,5940.0,EXP,699,CIB,45-54,to_inst,72.28682171,North,direct,0,6.0
110264,2019,cf,Male,nopre,type1,p2,l1,nopc,nob/c,176500,,,,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,2520.0,CIB,898,CIB,25-34,not_inst,57.30519481,North,direct,1,40.0
51351,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,516500,3.65,-0.1381,0.0,360.0,not_neg,not_int,not_lpsm,868000.0,sb,pr,home,1U,14160.0,CIB,667,EXP,>74,to_inst,59.50460829,south,direct,0,29.0
40070,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,316500,3.875,0.2681,900.88,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,5940.0,CRIF,812,CIB,25-34,not_inst,93.63905325,south,direct,0,21.0
52004,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,66500,3.75,1.2872,2451.9,360.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,2640.0,CRIF,572,CIB,55-64,to_inst,23.92086331,south,direct,0,31.0
78978,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,96500,,,,360.0,neg_amm,not_int,not_lpsm,128000.0,sb,ir,home,1U,10080.0,CIB,575,EXP,65-74,to_inst,75.390625,south,direct,1,40.0
166616,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,456500,3.875,-0.1388,2546.0,180.0,not_neg,not_int,not_lpsm,688000.0,sb,pr,home,1U,17700.0,CRIF,819,EXP,45-54,not_inst,66.35174419,North,direct,0,32.0
124731,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,86500,4.75,1.2607,2755.0,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,2040.0,CRIF,836,EXP,65-74,to_inst,54.74683544,south,direct,0,30.0
71751,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,436500,3.625,0.4739,795.0,240.0,not_neg,not_int,not_lpsm,888000.0,sb,pr,home,1U,9420.0,EXP,710,CIB,45-54,to_inst,49.15540541,south,direct,0,40.0
149501,2019,ncf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,566500,3.75,0.0401,4513.51,360.0,not_neg,not_int,not_lpsm,748000.0,sb,pr,home,1U,10440.0,CRIF,743,CIB,45-54,to_inst,75.73529412,south,direct,0,36.0
47551,2019,cf,Joint,pre,type2,p1,l1,nopc,b/c,396500,3.375,0.7135,3958.55,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,5280.0,CRIF,772,EXP,35-44,not_inst,97.18137255,North,direct,0,53.0
112236,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,296500,4.5,0.3242,7050.0,312.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,6120.0,CIB,785,EXP,55-64,to_inst,70.93301435,south,direct,0,32.0
137053,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,136500,,,,360.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,3900.0,CIB,894,EXP,55-64,to_inst,92.22972973,North,direct,1,48.0
89211,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,386500,3.75,0.2018,8975.0,360.0,not_neg,not_int,not_lpsm,518000.0,sb,pr,home,1U,6000.0,CRIF,787,EXP,25-34,to_inst,74.61389961,central,direct,0,32.0
120910,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,556500,3.875,0.38,0.0,360.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,16080.0,CRIF,522,EXP,35-44,not_inst,93.06020067,North,direct,0,15.0
86915,2019,cf,Joint,pre,type2,p1,l1,nopc,b/c,96500,,,,360.0,not_neg,not_int,not_lpsm,108000.0,sb,pr,home,1U,5220.0,EXP,627,EXP,25-34,to_inst,89.35185185,North,direct,1,45.0
130696,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,406500,,,,360.0,not_neg,not_int,not_lpsm,518000.0,sb,pr,home,1U,12420.0,CRIF,773,EXP,45-54,not_inst,78.47490347,central,direct,1,54.0
126026,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,476500,3.99,0.3061,4225.0,360.0,not_neg,not_int,not_lpsm,668000.0,sb,pr,home,1U,8280.0,CRIF,509,CIB,45-54,to_inst,71.33233533,North,direct,0,26.0
78050,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,136500,4.375,0.5254,4422.5,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,2760.0,CRIF,800,EXP,>74,to_inst,26.87007874,south,direct,0,36.0
136727,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,556500,3.99,0.2392,295.0,360.0,not_neg,not_int,not_lpsm,698000.0,sb,pr,home,1U,9780.0,CIB,507,CIB,35-44,to_inst,79.7277937,south,direct,0,48.0
81596,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,106500,3.875,0.7939,,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,1740.0,CIB,844,EXP,65-74,to_inst,56.64893617,south,direct,0,44.0
155832,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,176500,,,,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,9180.0,CIB,797,CIB,55-64,not_inst,74.15966387,central,direct,1,33.0
79403,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,196500,3.99,0.0547,4277.1,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,2880.0,CIB,592,CIB,45-54,not_inst,59.90853659,North,direct,0,37.0
148708,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,436500,,,,360.0,not_neg,not_int,not_lpsm,548000.0,sb,ir,home,1U,9600.0,CIB,678,CIB,35-44,not_inst,79.65328467,North,direct,1,53.0
142023,2019,ncf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,456500,4.625,0.6049,4070.31,360.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,6480.0,CIB,804,CIB,35-44,to_inst,95.50209205,south,direct,0,32.0
146209,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,166500,3.99,0.9903,5040.8,240.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,4680.0,CRIF,694,EXP,65-74,to_inst,93.53932584,North,direct,0,56.0
95789,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,276500,4.75,1.2647,9350.0,360.0,not_neg,not_int,not_lpsm,338000.0,sb,ir,home,1U,26100.0,CRIF,576,EXP,45-54,to_inst,81.80473373,central,direct,0,37.0
119178,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,396500,3.99,-0.0982,12535.0,360.0,not_neg,not_int,not_lpsm,448000.0,sb,pr,home,1U,6780.0,CIB,771,CIB,35-44,to_inst,88.50446429,south,direct,0,21.0
42636,2019,,Joint,nopre,type1,p1,l1,nopc,nob/c,286500,4.56,1.084,0.0,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,6000.0,CRIF,636,EXP,35-44,not_inst,96.1409396,North,direct,0,49.0
143023,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,366500,3.5,0.4715,5401.25,180.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,12540.0,CRIF,877,EXP,55-64,to_inst,72.14566929,North,direct,0,33.0
72239,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,376500,,,,360.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,12000.0,CRIF,528,CIB,25-34,to_inst,77.15163934,North,direct,1,23.0
149509,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,176500,4.75,0.0679,795.0,360.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,4560.0,CIB,685,CIB,65-74,to_inst,28.55987055,south,direct,0,32.0
44992,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,156500,3.99,0.5747,2436.0,360.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,2460.0,CIB,596,CIB,55-64,not_inst,79.04040404,North,direct,0,34.0
125899,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,286500,3.5,0.3672,9068.25,300.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,4920.0,EXP,661,EXP,35-44,to_inst,84.76331361,south,direct,0,23.0
67492,2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,126500,4.375,0.8888,3812.0,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,2520.0,CRIF,692,EXP,55-64,to_inst,60.81730769,North,direct,0,21.0
117764,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,566500,3.5,-0.028,0.0,360.0,not_neg,int_only,not_lpsm,758000.0,sb,pr,home,1U,6360.0,CIB,803,CIB,35-44,not_inst,74.73614776,south,direct,0,42.0
146328,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,126500,4.75,1.3629,2178.13,360.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,1920.0,EXP,670,CIB,65-74,to_inst,75.29761905,North,direct,0,44.0
167810,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,596500,3.69,-0.0472,1195.07,360.0,not_neg,not_int,not_lpsm,698000.0,sb,pr,home,1U,11880.0,EXP,885,EXP,25-34,not_inst,85.45845272,central,direct,0,27.0
69171,2019,cf,Joint,,type1,p1,l1,nopc,nob/c,586500,3.5,-0.0701,0.0,360.0,not_neg,int_only,not_lpsm,658000.0,sb,pr,home,1U,10620.0,CRIF,777,EXP,25-34,not_inst,89.1337386,North,direct,0,35.0
125463,2019,cf,Male,nopre,type1,p4,l2,nopc,nob/c,676500,4.25,0.5278,49.44,360.0,not_neg,not_int,not_lpsm,768000.0,sb,pr,home,1U,11640.0,EXP,793,EXP,25-34,not_inst,88.0859375,North,direct,0,33.0
63344,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,56500,,,,360.0,not_neg,not_int,not_lpsm,68000.0,sb,pr,home,1U,1920.0,CIB,570,CIB,35-44,to_inst,83.08823529,North,direct,1,36.0
93937,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,286500,,,,360.0,not_neg,not_int,lpsm,358000.0,sb,pr,home,1U,6240.0,CIB,761,CIB,35-44,to_inst,80.02793296,south,direct,1,34.0
95862,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,266500,,,,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,2760.0,CRIF,854,CIB,65-74,to_inst,81.25,south,direct,1,43.0
81378,2019,cf,Sex Not Available,pre,type3,p3,l1,nopc,nob/c,256500,,,,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,3180.0,CRIF,639,CIB,45-54,to_inst,89.0625,south,direct,1,44.0
133334,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,216500,3.5,0.7028,6614.28,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,2940.0,CRIF,822,EXP,65-74,to_inst,80.78358209,south,direct,0,48.0
135232,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,136500,2.875,0.2669,3882.5,180.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,2220.0,EXP,875,CIB,55-64,to_inst,59.86842105,North,direct,0,33.0
153036,2019,ncf,Male,nopre,type1,p3,l1,nopc,nob/c,296500,4.875,0.8331,809.56,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,6660.0,CRIF,743,CIB,55-64,not_inst,78.43915344,south,direct,0,45.0
137719,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,426500,6.125,1.457,0.0,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,12180.0,CRIF,575,EXP,35-44,not_inst,79.27509294,North,direct,0,20.0
151531,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,256500,4.56,0.5259,3240.5,360.0,not_neg,not_int,not_lpsm,468000.0,sb,pr,home,1U,3060.0,CRIF,726,EXP,65-74,to_inst,54.80769231,south,direct,0,48.0
124490,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,466500,4.0,0.1489,914.62,360.0,not_neg,not_int,not_lpsm,628000.0,sb,ir,home,1U,11940.0,EXP,534,EXP,35-44,not_inst,74.28343949,south,direct,0,40.0
123773,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,706500,3.5,0.0701,7080.0,360.0,not_neg,not_int,not_lpsm,798000.0,sb,pr,home,1U,10380.0,EXP,735,CIB,35-44,not_inst,88.53383459,North,direct,0,38.0
86167,2019,cf,Joint,nopre,type1,p3,l2,nopc,nob/c,236500,4.375,0.2384,909.04,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,5820.0,CIB,725,EXP,65-74,not_inst,74.37106918,North,direct,0,42.0
37355,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,396500,3.625,0.1821,492.75,360.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,14880.0,CIB,759,EXP,35-44,to_inst,90.52511416,south,direct,0,39.0
166073,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,316500,4.875,0.5975,,360.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,3720.0,EXP,590,CIB,65-74,to_inst,79.52261307,south,direct,0,49.0
41755,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,306500,3.5,0.6668,4479.11,180.0,neg_amm,not_int,not_lpsm,478000.0,sb,ir,home,1U,8220.0,CRIF,666,EXP,45-54,not_inst,64.12133891,North,direct,0,36.0
164262,2019,ncf,Joint,nopre,type1,p3,l1,nopc,nob/c,646500,4.875,0.9668,12450.0,360.0,not_neg,not_int,not_lpsm,918000.0,sb,pr,home,1U,9300.0,CRIF,577,EXP,45-54,to_inst,70.4248366,North,direct,0,44.0
170655,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,716500,3.99,0.3682,0.0,240.0,not_neg,not_int,not_lpsm,778000.0,sb,pr,home,1U,14640.0,CRIF,674,EXP,35-44,not_inst,92.09511568,North,direct,0,37.0
66940,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,136500,3.99,0.5185,4075.0,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,4320.0,EXP,531,CIB,45-54,to_inst,52.90697674,south,direct,0,34.0
115694,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,256500,3.125,0.013,6900.0,180.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,7800.0,CRIF,632,CIB,<25,not_inst,95.70895522,North,direct,0,6.0
60301,2019,cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,126500,4.25,0.0028,3634.46,360.0,neg_amm,not_int,not_lpsm,268000.0,sb,pr,home,1U,6420.0,CIB,739,CIB,45-54,to_inst,47.20149254,south,direct,0,7.0
166831,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,196500,3.5,0.846,6041.98,360.0,not_neg,not_int,not_lpsm,198000.0,sb,pr,home,1U,3660.0,CIB,566,CIB,25-34,to_inst,99.24242424,North,direct,0,27.0
61112,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,346500,4.25,0.6423,3480.0,360.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,6840.0,CRIF,867,EXP,25-34,to_inst,79.10958904,south,direct,0,33.0
